地 区	发病数	死亡数	发病率	死亡率	time
四川省	955	6	1.1663	0.0073	2005-03
云南省	3	0	0.0064		2016-02
湖北省	56	0	0.0963		2016-08
福建省	4	0	0.0106		2014-12
河北省	30	0	0.0409		2014-10
宁夏	32	0	0.5246		2008-07
重庆市	11	0	0.0385		2010-04
贵州省	2	0	0.0058		2011-08
湖北省	168	0	0.2951		2007-10
广西	61	0	0.132		2005-11
福建省	17	0	0.045		2014-03
福建省	78	0	0.2178		2008-08
广西	52	0	0.1111		2013-09
福建省	63	0	0.1771		2007-09
新疆	22	0	0.1095		2006-12
山西省	760	0	2.2519		2007-06
天津市	5	0	0.0425		2009-10
山东省	75	0	0.0806		2007-10
山东省	206	0	0.2127		2013-05
山东省	17	0	0.018		2010-10
广东省	99	0	0.0923		2016-08
全国	467	2	0.0343	0.0001	2016-12
河北省	24	0	0.0325		2015-09
江西省	65	0	0.1488		2008-08
广东省	204	0	0.1902		2016-04
河北省	3	0	0.0041		2012-12
江苏省	7	0	0.0089		2011-10
新疆	13	0	0.0596		2011-09
浙江省	17	0	0.0309		2014-11
吉林省	14	0	0.0511		2010-08
天津市	4	0	0.0272		2014-11
河南省	5	0	0.0053		2012-11
重庆市	69	0	0.2307		2016-05
湖北省	78	0	0.1345		2014-03
湖南省	4	0	0.0061		2011-10
云南省	537	0	1.2332		2004-10
安徽省	178	0	0.2927		2005-12
福建省	191	0	0.5334		2008-07
北京市	234	0	1.3805		2009-03
天津市	36	0	0.3349		2007-12
内蒙古	6	0	0.0249		2008-11
云南省	2	0	0.0042		2016-10
北京市	16	0	0.0912		2010-10
山西省	57	0	0.157		2014-04
福建省	7	0	0.0187		2013-11
北京市	23	0	0.1553		2004-08
宁夏	58	0	0.9838		2005-07
湖南省	614	0	0.9681		2007-06
贵州省	3	0	0.0086		2013-09
黑龙江省	2	0	0.0052		2007-11
青海省	36	0	0.6281		2013-11
内蒙古	7	0	0.029		2009-09
云南省	281	0	0.6268		2007-08
山东省	20	0	0.0218		2004-11
新疆	63	0	0.3134		2006-04
山西省	38	0	0.112		2008-10
江西省	67	0	0.1554		2006-11
浙江省	65	0	0.118		2015-01
湖北省	75	0	0.1248		2004-09
重庆市	1	0	0.0034		2012-11
安徽省	23	0	0.0387		2011-08
江西省	8	0	0.0177		2014-05
甘肃省	1	0	0.0039		2012-11
甘肃省	2	0	0.0078		2012-01
新疆	101	0	0.4394		2015-07
河南省	34	0	0.0362		2011-03
陕西省	4	0	0.0107		2012-06
湖南省	23	0	0.0359		2010-07
宁夏	1	0	0.0168		2006-03
广西	2	0	0.0042		2016-09
青海省	115	0	2.0064		2013-04
浙江省	37	0	0.0755		2006-12
陕西省	2	0	0.0053		2015-11
宁夏	15	0	0.2459		2008-03
福建省	5	0	0.0138		2009-01
吉林省	5	0	0.0184		2006-12
上海市	12	0	0.0625		2010-03
黑龙江省	4	0	0.0104		2016-09
吉林省	3	0	0.011		2007-08
福建省	1	0	0.0027		2012-05
广东省	12	0	0.0115		2011-01
广西	3	0	0.0063		2015-10
山东省	17	0	0.0184		2006-09
上海市	0	0			2012-12
湖南省	25	0	0.0374		2014-01
重庆市	717	0	2.5534		2007-06
河南省	516	0	0.5501		2006-01
辽宁省	1276	1	3.023	0.0024	2006-03
吉林省	55	0	0.202		2007-06
青海省	4	0	0.0711		2011-09
安徽省	1413	0	2.3231		2005-05
建设兵团	3	0	0.1098		2016-12
河南省	143	0	0.1533		2005-09
甘肃省	129	0	0.4935		2004-03
福建省	19	0	0.0503		2014-07
浙江省	79	0	0.1525		2010-07
江苏省	95	0	0.1255		2004-01
湖南省	974	1	1.5255	0.0016	2009-03
海南省	4	0	0.0473		2008-04
贵州省	5	0	0.0135		2005-11
上海市	14	0	0.0787		2006-12
青海省	79	0	1.4687		2005-08
湖南省	1521	1	2.4044	0.0016	2006-04
新疆	6	0	0.0302		2005-10
安徽省	312	1	0.513	0.0016	2005-02
黑龙江省	10	0	0.0261		2010-09
广东省	158	0	0.1504		2012-09
重庆市	190	0	0.6352		2015-04
北京市	15	0	0.0743		2012-05
青海省	12	0	0.221		2006-04
湖南省	265	0	0.417		2008-12
云南省	28	0	0.0601		2013-12
内蒙古	201	0	0.8463		2005-02
全国	17936	12	1.3798	0.0009	2005-03
吉林省	9	0	0.0331		2006-08
湖北省	32	0	0.0554		2013-06
广西	32	0	0.0678		2007-02
福建省	60	0	0.1697		2006-12
甘肃省	724	0	2.7665		2008-04
河南省	442	1	0.4706	0.0011	2007-12
辽宁省	7	0	0.0164		2007-12
甘肃省	3	0	0.0116		2013-12
陕西省	57	0	0.1511		2010-12
贵州省	32	0	0.0914		2014-07
湖北省	95	0	0.1633		2015-01
建设兵团	1	0	0.0389		2010-12
福建省	35	0	0.0977		2008-02
四川省	103	0	0.1271		2014-05
湖北省	8	0	0.0139		2012-03
湖北省	391	1	0.6846	0.0018	2009-03
海南省	1	0	0.0117		2009-06
全国	1755	0	0.1296		2013-08
陕西省	45	0	0.1192		2015-02
天津市	9	0	0.0637		2013-10
福建省	5	0	0.0136		2011-09
重庆市	6	0	0.0204		2013-11
天津市	215	0	2		2007-03
广西	55	0	0.1154		2008-08
云南省	6	0	0.0132		2009-06
山东省	68	0	0.0695		2015-10
河北省	36	0	0.0519		2008-09
广东省	32	0	0.0305		2012-01
湖北省	175	0	0.3009		2016-05
山西省	29	0	0.0795		2016-06
重庆市	202	0	0.6753		2015-05
浙江省	171	0	0.3491		2006-06
天津市	43	0	0.4		2007-08
黑龙江省	1	0	0.0026		2013-10
江西省	6	0	0.0132		2015-02
北京市	10	0	0.0495		2012-07
青海省	136	0	2.3311		2016-06
江西省	154	0	0.3526		2008-07
重庆市	51	0	0.1732		2013-09
江苏省	10	0	0.0129		2010-12
贵州省	2	0	0.0057		2016-03
全国	3527	2	0.2697	0.0002	2006-11
福建省	22	0	0.0583		2014-06
河北省	655	1	0.9311	0.0014	2010-01
河南省	475	0	0.5034		2015-03
贵州省	2	0	0.0057		2014-03
安徽省	6	0	0.0099		2016-09
西藏	14	0	0.493		2008-06
西藏	11	0	0.4212		2004-06
河南省	20	0	0.0213		2011-01
广西	59	0	0.1266		2006-02
广西	217	0	0.4469		2004-05
西藏	18	0	0.5668		2015-09
湖南省	132	0	0.2097		2005-02
河北省	1119	0	1.6333		2006-03
云南省	747	0	1.6787		2006-11
内蒙古	11	0	0.0463		2005-09
青海省	47	1	0.82	0.0174	2013-02
重庆市	159	0	0.5683		2006-07
贵州省	9	0	0.0257		2014-04
宁夏	1	0	0.0155		2013-11
广西	6	0	0.0126		2016-10
广东省	1133	2	1.1991	0.0021	2008-01
浙江省	278	0	0.5047		2015-03
海南省	13	0	0.1597		2004-02
湖北省	140	0	0.2457		2008-08
建设兵团	5	0	0.1888		2013-05
贵州省	144	0	0.3828		2008-10
青海省	17	0	0.3131		2006-03
湖北省	318	0	0.5568		2009-01
浙江省	79	0	0.1525		2010-12
黑龙江省	31	0	0.081		2009-02
甘肃省	142	0	0.5388		2010-06
黑龙江省	1	0	0.0026		2012-07
山东省	478	0	0.5169		2006-05
广东省	266	0	0.2511		2013-10
西藏	5	0	0.1575		2015-07
湖南省	483	0	0.76		2008-02
浙江省	33	0	0.0677		2005-12
天津市	10	0	0.0708		2013-11
云南省	60	0	0.1273		2015-01
贵州省	40	0	0.108		2005-01
黑龙江省	9	0	0.0236		2005-12
甘肃省	73	0	0.277		2010-04
西藏	4	0	0.1408		2008-10
广东省	588	0	0.644		2005-11
云南省	775	2	1.7288	0.0045	2007-02
湖北省	116	0	0.1994		2016-04
辽宁省	10	0	0.0229		2011-06
重庆市	50	0	0.1792		2005-02
河北省	19	0	0.0261		2013-09
海南省	1	0	0.0115		2011-07
吉林省	2	0	0.0073		2011-11
广东省	861	0	0.9254		2007-02
广西	5	0	0.0105		2016-05
甘肃省	111	0	0.4259		2007-06
广西	171	0	0.367		2006-04
北京市	431	0	2.4558		2010-06
山东省	204	0	0.2084		2015-01
广东省	608	0	0.6659		2005-09
山东省	37	0	0.0404		2004-12
辽宁省	85	0	0.2016		2005-08
北京市	260	0	1.6445		2007-02
青海省	89	0	1.5255		2016-03
内蒙古	6	0	0.0242		2012-02
湖北省	252	0	0.4422		2008-11
湖南省	221	0	0.3478		2008-08
湖南省	78	0	0.1158		2015-03
山西省	17	0	0.0513		2004-01
云南省	267	0	0.5915		2008-10
青海省	4	0	0.0692		2014-09
全国	24908	15	1.8851	0.0011	2008-05
安徽省	130	0	0.2137		2016-04
内蒙古	44	0	0.1853		2005-12
广东省	1851	2	1.9895	0.0021	2007-04
陕西省	4	0	0.0107		2012-03
甘肃省	299	0	1.1439		2004-06
辽宁省	15	0	0.0351		2007-07
重庆市	4	0	0.014		2010-01
天津市	23	0	0.1516		2016-01
湖南省	361	0	0.5692		2007-02
新疆	11	0	0.0498		2012-10
山西省	408	0	1.2025		2008-07
黑龙江省	1	0	0.0027		2004-08
内蒙古	246	0	1.0317		2004-05
浙江省	48	0	0.0927		2010-09
天津市	668	0	4.5374		2014-02
青海省	6	0	0.1028		2015-11
新疆	2199	3	10.4964	0.0143	2008-04
重庆市	75	0	0.268		2006-10
山西省	7	0	0.0205		2009-10
青海省	53	0	0.9247		2013-07
贵州省	9	0	0.0237		2010-02
湖南省	349	1	0.5517	0.0016	2006-08
陕西省	451	0	1.2172		2005-01
江苏省	54	0	0.0699		2010-02
吉林省	5	0	0.0184		2006-10
河北省	4569	4	6.4952	0.0057	2010-05
吉林省	86	0	0.3126		2014-07
陕西省	312	0	0.8353		2007-06
福建省	134	0	0.3791		2006-08
湖南省	268	0	0.4236		2006-12
全国	347	0	0.0258		2012-03
辽宁省	391	0	0.8907		2014-01
贵州省	9	0	0.0243		2005-12
河南省	312	0	0.3344		2005-12
甘肃省	262	0	1.01		2006-03
河南省	47	0	0.0498		2009-10
吉林省	1	0	0.0036		2011-02
吉林省	98	0	0.3577		2010-05
山东省	64	0	0.0696		2005-09
吉林省	3	0	0.0113		2004-03
内蒙古	826	0	3.4778		2005-03
广东省	756	0	0.9504		2004-07
内蒙古	23	0	0.0931		2011-06
山西省	140	0	0.4148		2007-11
江西省	36	0	0.0824		2008-10
贵州省	3	0	0.0086		2012-05
广西	3	0	0.0065		2012-03
内蒙古	42	0	0.1761		2004-02
四川省	829	0	1.0201		2008-03
青海省	91	0	1.6918		2005-01
新疆	9	0	0.0403		2013-09
辽宁省	73	1	0.1709	0.0023	2007-06
北京市	15	0	0.0697		2015-09
上海市	3	0	0.0126		2013-01
江西省	387	0	0.9035		2004-03
北京市	398	0	2.4372		2008-05
新疆	131	1	0.5931	0.0045	2012-05
河南省	213	0	0.2245		2010-07
湖南省	252	0	0.3773		2004-01
北京市	3	0	0.0139		2016-08
上海市	11	0	0.0478		2011-02
浙江省	212	0	0.4141		2009-05
湖南省	111	0	0.1648		2015-04
广东省	3252	1	3.4953	0.0011	2007-07
青海省	3	0	0.0528		2012-10
安徽省	285	1	0.4685	0.0016	2015-01
湖南省	30	0	0.0468		2010-05
贵州省	31	0	0.0818		2009-05
江苏省	237	0	0.3131		2004-03
安徽省	51	0	0.0831		2009-09
陕西省	8	0	0.0213		2013-04
陕西省	17	0	0.0453		2013-05
新疆	685	2	2.9802	0.0087	2015-12
河南省	27	0	0.0287		2014-09
湖南省	22	0	0.0327		2015-10
全国	633	0	0.0477		2009-09
西藏	14	0	0.4668		2011-09
山西省	22	0	0.0606		2014-06
贵州省	53	0	0.1431		2005-05
建设兵团	119	0	4.3544		2016-01
海南省	5	0	0.0558		2014-06
湖北省	293	0	0.513		2009-02
全国	4719	3	0.3482	0.0002	2014-02
海南省	4	0	0.0451		2013-07
湖北省	42	0	0.0734		2010-03
湖北省	127	1	0.2114	0.0017	2004-11
北京市	443	0	2.8835		2005-06
广东省	2446	2	2.629	0.0021	2007-08
贵州省	7	0	0.0201		2011-04
辽宁省	8	0	0.0185		2009-10
广东省	166	0	0.158		2012-05
内蒙古	195	0	0.8135		2007-02
内蒙古	924	0	3.842		2008-05
江苏省	7	0	0.0088		2013-09
四川省	320	0	0.3908		2005-11
福建省	382	0	1.0871		2005-06
江西省	16	0	0.0374		2005-10
陕西省	2	0	0.0053		2009-10
贵州省	51	0	0.1357		2007-10
河南省	7	0	0.0074		2013-10
湖南省	18	0	0.0271		2013-09
西藏	3	0	0.1034		2010-11
山东省	1020	0	1.0889		2008-01
河北省	32	0	0.0458		2009-01
西藏	4	0	0.1379		2010-12
北京市	606	0	3.9401		2006-03
天津市	2	0	0.0148		2012-07
河南省	309	0	0.3301		2008-08
贵州省	27	0	0.0729		2005-03
吉林省	113	0	0.4161		2006-06
吉林省	2	0	0.0073		2013-04
安徽省	864	0	1.4083		2009-05
山西省	591	0	1.7418		2008-03
山西省	17	0	0.0468		2014-02
山西省	62	0	0.1848		2006-12
江苏省	50	0	0.067		2005-10
新疆	29	0	0.1384		2008-11
北京市	82	0	0.5187		2007-07
宁夏	50	0	0.8197		2008-05
湖南省	6	0	0.0094		2009-12
天津市	232	1	1.889	0.0081	2010-02
甘肃省	15	0	0.0587		2011-09
安徽省	47	0	0.0729		2004-09
河北省	6	0	0.0083		2012-04
吉林省	1	0	0.0036		2013-02
甘肃省	64	0	0.2448		2004-02
青海省	5	0	0.0889		2011-12
安徽省	33	0	0.0538		2010-02
甘肃省	318	0	1.2274		2015-05
山东省	15	0	0.0153		2016-08
河南省	313	0	0.3325		2014-12
贵州省	4	0	0.0115		2011-03
吉林省	15	0	0.0563		2004-06
天津市	12	0	0.1076		2008-10
西藏	54	0	2.0677		2004-02
北京市	15	0	0.1013		2004-09
重庆市	68	0	0.2309		2013-03
建设兵团	8	0	0.2927		2015-01
浙江省	8	0	0.0145		2016-09
黑龙江省	3	0	0.0078		2014-12
上海市	49	0	0.3662		2004-07
新疆	117	0	0.5707		2007-09
山东省	490	1	0.5005	0.001	2015-02
山东省	90	0	0.0919		2015-12
新疆	28	0	0.1297		2010-12
重庆市	41	0	0.1465		2006-09
内蒙古	6	0	0.0248		2010-09
江西省	3	0	0.0067		2013-10
海南省	10	0	0.1183		2008-03
江西省	285	0	0.6477		2009-05
上海市	11	0	0.0592		2008-11
云南省	14	0	0.0306		2010-06
贵州省	5	0	0.0143		2016-12
新疆	4	0	0.0199		2006-01
黑龙江省	4	0	0.0105		2006-12
山东省	10	0	0.0102		2016-10
广东省	72	0	0.0747		2010-03
湖南省	724	0	1.1504		2005-05
河南省	151	0	0.1592		2010-08
江西省	1	0	0.0022		2011-12
青海省	25	0	0.451		2009-02
安徽省	252	0	0.4118		2006-03
北京市	231	0	1.3162		2010-03
江西省	121	0	0.2825		2004-08
广西	13	0	0.0273		2015-04
北京市	23	0	0.1455		2007-12
重庆市	86	0	0.292		2013-08
四川省	32	0	0.0396		2013-05
吉林省	80	0	0.2926		2009-03
建设兵团	3	0	0.1133		2013-07
云南省	6	0	0.0132		2009-12
北京市	378	0	2.3909		2007-03
河南省	34	0	0.0361		2014-08
广东省	247	0	0.2303		2015-08
江西省	264	0	0.6084		2007-04
内蒙古	12	0	0.0482		2013-03
甘肃省	31	0	0.1176		2010-10
山东省	888	2	0.9071	0.002	2016-04
四川省	23	0	0.0286		2012-03
安徽省	397	0	0.6162		2004-12
贵州省	65	0	0.1853		2015-02
河南省	60	0	0.0619		2004-08
重庆市	220	0	0.7813		2008-02
云南省	239	0	0.5331		2007-12
上海市	24	1	0.0994	0.0041	2014-09
河南省	289	0	0.2982		2004-11
青海省	75	0	1.298		2014-03
贵州省	7	0	0.0201		2011-07
浙江省	122	0	0.2242		2011-02
西藏	9	0	0.2922		2013-03
四川省	27	0	0.033		2009-08
云南省	662	1	1.4995	0.0023	2005-02
安徽省	11	0	0.0181		2016-11
天津市	58	0	0.4723		2010-07
湖南省	11	0	0.0172		2009-09
北京市	40	0	0.1859		2015-08
四川省	14	0	0.0174		2012-11
湖南省	31	0	0.0484		2010-04
贵州省	8	0	0.0228		2016-06
河北省	17	0	0.023		2015-10
全国	2673	4	0.1974	0.0003	2013-02
全国	1217	2	0.0893	0.0001	2015-12
陕西省	30	0	0.08		2008-02
上海市	46	0	0.2587		2006-07
四川省	299	1	0.3641	0.0012	2006-02
辽宁省	168	0	0.3909		2008-04
湖南省	64	0	0.0964		2013-08
贵州省	12	0	0.0322		2006-01
湖北省	138	0	0.2373		2016-06
建设兵团	4	0	0.1555		2011-05
湖南省	161	0	0.239		2016-06
江苏省	619	0	0.7776		2015-03
黑龙江省	6	0	0.0157		2015-11
广东省	1753	1	1.9201	0.0011	2005-05
河南省	214	0	0.2256		2010-02
青海省	61	0	1.0841		2011-06
重庆市	342	0	1.2145		2008-03
上海市	14	0	0.1046		2004-01
甘肃省	173	0	0.6619		2004-04
辽宁省	3	0	0.0068		2015-12
浙江省	311	0	0.5678		2013-05
贵州省	7	0	0.0201		2011-06
广西	1	0	0.0021		2009-11
陕西省	10	0	0.0266		2014-07
全国	956	0	0.0706		2013-09
新疆	240	0	1.0599		2014-05
青海省	12	0	0.2133		2011-08
湖南省	62	0	0.092		2016-08
贵州省	79	0	0.21		2008-01
甘肃省	39	0	0.1505		2015-02
新疆	9	0	0.0453		2005-11
河南省	1473	2	1.5684	0.0021	2007-01
江苏省	119	0	0.1495		2016-03
海南省	5	0	0.0604		2006-08
全国	9578	4	0.7068	0.0003	2014-05
全国	8838	3	0.6655	0.0002	2009-03
吉林省	4	0	0.015		2004-02
全国	5168	3	0.3793	0.0002	2016-03
山东省	62	0	0.0655		2010-09
新疆	54	0	0.2534		2009-03
上海市	121	0	0.5155		2012-05
湖南省	31	0	0.0484		2010-06
四川省	61	0	0.0745		2009-05
北京市	6	0	0.0279		2016-09
北京市	103	0	0.4978		2013-03
北京市	263	0	1.2223		2015-02
青海省	2	0	0.0368		2006-08
贵州省	9	0	0.0257		2015-08
湖北省	222	0	0.39		2007-06
贵州省	556	0	1.4544		2004-09
湖南省	352	0	0.5593		2005-03
青海省	4	0	0.0686		2015-09
福建省	54	0	0.1419		2016-04
四川省	70	0	0.0855		2009-04
广西	53	0	0.1137		2006-01
河北省	339	0	0.4591		2015-01
陕西省	17	1	0.0455	0.0027	2011-07
宁夏	1	0	0.0164		2008-10
北京市	785	0	5.104		2006-05
内蒙古	87	0	0.3604		2009-03
上海市	93	0	0.5005		2008-08
安徽省	33	0	0.0539		2006-09
广西	41	0	0.0869		2007-10
青海省	26	0	0.4788		2006-05
新疆	1346	2	7.2349	0.0108	2004-03
山西省	28	0	0.0771		2014-05
黑龙江省	1494	0	3.911		2006-05
河南省	3	0	0.0032		2016-10
全国	564	2	0.0421	0.0001	2011-07
辽宁省	1	0	0.0024		2004-11
上海市	29	0	0.2167		2004-10
江西省	161	0	0.3686		2008-03
河南省	181	1	0.1908	0.0011	2010-01
上海市	2	0	0.0082		2016-11
广东省	192	0	0.179		2015-03
甘肃省	4	0	0.0156		2011-10
辽宁省	1	0	0.0024		2004-12
天津市	128	0	1.229		2005-06
辽宁省	41	0	0.096		2007-02
吉林省	198	0	0.7197		2014-03
全国	2770	3	0.2046	0.0002	2013-06
山东省	51	0	0.0551		2006-08
青海省	19	0	0.3344		2012-02
河南省	177	0	0.1882		2013-02
湖南省	151	0	0.2261		2004-10
安徽省	110	0	0.1837		2013-06
辽宁省	2	0	0.0046		2014-12
内蒙古	20	0	0.0842		2005-11
甘肃省	23	0	0.0888		2015-11
贵州省	10	0	0.0264		2009-12
广东省	242	0	0.2304		2012-12
吉林省	1	0	0.0037		2010-10
上海市	42	0	0.2362		2006-08
北京市	210	0	0.993		2014-02
贵州省	15	0	0.0432		2012-12
甘肃省	7	0	0.0266		2010-12
青海省	2	0	0.0343		2015-10
青海省	1	0	0.0184		2006-09
建设兵团	4	0	0.1573		2005-05
西藏	39	0	1.3732		2008-05
辽宁省	48	0	0.1153		2004-05
新疆	4	0	0.0185		2010-02
广东省	442	0	0.5557		2004-08
浙江省	670	0	1.4256		2004-04
西藏	21	0	0.7579		2006-01
广西	41	0	0.0869		2007-01
山东省	40	0	0.0436		2004-04
天津市	316	0	3.034		2005-05
山西省	99	0	0.2714		2015-05
重庆市	6	0	0.0211		2009-09
宁夏	8	0	0.1321		2009-07
云南省	290	0	0.6569		2005-06
湖北省	190	0	0.3276		2014-06
西藏	3	0	0.1056		2008-12
天津市	220	0	2.1093		2006-06
新疆	38	0	0.176		2010-04
贵州省	8	1	0.0211	0.0026	2010-03
西藏	567	2	17.8555	0.063	2015-04
辽宁省	16	0	0.0364		2015-07
陕西省	26	0	0.0691		2009-07
广西	2	0	0.0043		2012-02
天津市	92	0	0.8833		2005-02
河南省	7	0	0.0074		2011-07
重庆市	99	0	0.3538		2006-08
河南省	1900	3	2.0299	0.0032	2008-05
建设兵团	13	0	0.4757		2015-12
广西	94	0	0.1936		2004-02
云南省	344	0	0.79		2004-04
重庆市	31	0	0.1036		2016-01
甘肃省	76	0	0.2908		2004-09
青海省	75	0	1.3458		2010-05
海南省	3	0	0.0368		2004-04
浙江省	181	0	0.3635		2007-02
宁夏	2	0	0.0309		2013-07
河北省	126	0	0.1853		2004-03
山西省	90	0	0.2653		2008-12
安徽省	101	0	0.1653		2007-08
湖北省	126	1	0.2207	0.0018	2006-08
四川省	32	0	0.0391		2010-10
江西省	1	0	0.0022		2015-10
天津市	16	0	0.1132		2013-06
贵州省	12	0	0.0322		2006-02
陕西省	66	0	0.1748		2015-07
天津市	205	0	1.3925		2014-05
江苏省	499	1	0.6544	0.0013	2008-12
广东省	443	1	0.4642	0.001	2009-04
福建省	37	0	0.104		2007-10
山西省	4	0	0.0117		2009-12
内蒙古	33	0	0.1317		2016-03
上海市	210	1	1.1302	0.0054	2008-03
浙江省	301	0	0.5879		2009-03
重庆市	27	0	0.0951		2009-06
云南省	726	0	1.6315		2006-12
山东省	215	0	0.2196		2015-06
山东省	457	0	0.497		2005-03
安徽省	21	0	0.0352		2012-06
吉林省	7	0	0.0254		2015-08
四川省	28	0	0.0345		2008-10
全国	798	0	0.0598		2010-09
建设兵团	3	0	0.1098		2015-10
云南省	20	0	0.0432		2012-07
湖北省	11	0	0.0192		2011-02
甘肃省	19	0	0.0721		2010-01
内蒙古	17	0	0.0712		2006-10
辽宁省	478	2	1.1078	0.0046	2009-06
河北省	58	0	0.0796		2013-04
河北省	40	0	0.0588		2004-08
云南省	273	0	0.6048		2008-02
安徽省	34	0	0.0556		2006-10
上海市	344	0	1.8515		2008-05
黑龙江省	50	0	0.1308		2008-02
上海市	5	0	0.026		2010-10
天津市	1	0	0.0066		2015-11
湖北省	70	0	0.1224		2010-06
西藏	3	0	0.1034		2010-10
湖北省	618	0	1.0856		2005-06
新疆	56	0	0.2535		2012-01
福建省	4	0	0.0108		2012-09
广东省	543	0	0.5126		2013-03
广西	170	0	0.3501		2004-04
陕西省	3	0	0.008		2013-10
广东省	24	0	0.0251		2009-12
山东省	166	0	0.1753		2010-07
江苏省	157	0	0.1972		2016-04
河北省	63	0	0.0864		2013-05
山西省	60	0	0.1759		2009-01
新疆	108	0	0.4837		2013-04
甘肃省	16	0	0.0626		2011-01
山东省	344	0	0.3672		2008-07
河南省	67	0	0.0712		2014-11
江西省	54	0	0.1253		2006-01
贵州省	423	0	1.1065		2004-02
云南省	28	0	0.0594		2016-04
河北省	12	0	0.0167		2011-03
新疆	104	0	0.4709		2012-06
湖南省	721	0	1.086		2013-02
重庆市	1	0	0.0035		2009-12
江西省	223	0	0.5139		2007-06
河北省	1	0	0.0014		2011-10
西藏	2	0	0.0641		2014-12
云南省	5	0	0.0109		2010-07
福建省	237	0	0.6591		2004-03
宁夏	3	0	0.0459		2014-04
山东省	57	0	0.0622		2004-06
云南省	2	0	0.0044		2011-07
吉林省	1771	0	6.5206		2006-04
陕西省	239	0	0.6399		2007-07
广东省	47	0	0.0442		2014-12
青海省	3	0	0.0547		2007-02
宁夏	23	0	0.3808		2007-05
四川省	1046	0	1.2737		2006-03
天津市	560	0	4.5597		2010-04
青海省	12	0	0.2174		2008-07
河南省	131	0	0.1388		2016-06
江西省	1	0	0.0022		2014-12
辽宁省	7	0	0.0163		2008-09
广东省	9	0	0.0086		2011-09
四川省	9	0	0.0111		2014-01
重庆市	31	0	0.099		2004-12
山东省	326	0	0.333		2015-05
河北省	18	0	0.0247		2013-02
宁夏	179	0	3.0363		2005-02
宁夏	11	0	0.1663		2016-03
四川省	18	0	0.0224		2011-11
云南省	20	0	0.0427		2014-07
湖南省	398	0	0.6276		2007-03
西藏	64	0	2.2535		2008-01
重庆市	24	0	0.0832		2011-05
河南省	40	0	0.0426		2012-04
河北省	652	0	0.9452		2007-02
安徽省	316	0	0.5151		2009-02
重庆市	62	0	0.2073		2015-09
安徽省	11	0	0.0185		2011-10
江苏省	1291	0	1.7099		2007-04
辽宁省	2	0	0.0046		2012-04
湖北省	13	0	0.0225		2013-09
湖南省	129	0	0.1943		2013-07
浙江省	13	0	0.0239		2011-09
江西省	417	0	0.9749		2005-06
湖北省	817	1	1.4306	0.0018	2009-05
四川省	50	0	0.0614		2016-07
山西省	232	0	0.6874		2007-12
全国	3909	2	0.2929	0.0001	2010-06
安徽省	195	0	0.3191		2007-02
黑龙江省	13	0	0.034		2009-10
内蒙古	1400	0	5.6054		2014-04
重庆市	88	0	0.2811		2004-10
山东省	58	0	0.0612		2010-01
天津市	21	0	0.1623		2011-04
福建省	308	1	0.8657	0.0028	2007-05
新疆	54	0	0.2349		2016-10
辽宁省	45	0	0.1067		2005-11
山西省	1	0	0.0028		2011-11
西藏	13	0	0.4094		2016-01
上海市	22	0	0.0911		2014-08
全国	2822	0	0.2158		2006-09
江苏省	54	0	0.0678		2015-09
上海市	159	0	0.876		2007-07
四川省	511	0	0.6255		2007-08
北京市	13	0	0.0767		2009-12
黑龙江省	25	0	0.0656		2005-08
西藏	3	0	0.0945		2016-08
西藏	248	0	7.8098		2015-05
北京市	25	0	0.1475		2009-08
湖北省	92	0	0.1611		2006-02
福建省	3	0	0.0083		2010-10
江苏省	9	0	0.0114		2012-03
甘肃省	4	0	0.0155		2014-10
新疆	9	0	0.0453		2005-12
福建省	29	0	0.0762		2015-03
建设兵团	124	1	4.7974	0.0387	2008-04
建设兵团	1	0	0.0389		2009-07
黑龙江省	5	0	0.013		2016-08
天津市	58	0	0.4104		2013-04
浙江省	573	0	1.2192		2004-08
全国	1144	0	0.0857		2010-08
北京市	16	0	0.0744		2016-07
黑龙江省	100	0	0.2625		2005-07
湖北省	54	0	0.0938		2012-07
重庆市	69	0	0.2204		2004-07
陕西省	147	0	0.3894		2015-05
北京市	12	0	0.0684		2010-12
湖北省	41	0	0.0705		2015-08
江苏省	31	0	0.0389		2016-01
山西省	105	0	0.3079		2009-04
青海省	3	0	0.0538		2010-12
海南省	7	0	0.0853		2005-01
天津市	42	0	0.2853		2014-07
江苏省	31	0	0.039		2014-05
江西省	3	0	0.0066		2015-11
新疆	110	0	0.5913		2004-10
西藏	3	0	0.1		2011-12
江苏省	46	0	0.0608		2004-09
山东省	378	0	0.3903		2013-03
河北省	138	0	0.1988		2008-02
湖北省	89	0	0.1563		2007-09
宁夏	5	0	0.0756		2016-06
湖北省	54	0	0.0943		2011-05
江西省	102	0	0.2351		2007-02
湖北省	142	0	0.2487		2006-11
云南省	465	1	1.0041	0.0022	2012-12
安徽省	52	0	0.0807		2004-08
江西省	46	0	0.1053		2008-11
福建省	27	0	0.072		2013-03
陕西省	9	0	0.024		2013-08
宁夏	170	0	2.8837		2005-06
广西	255	0	0.5517		2005-04
安徽省	395	0	0.6456		2008-01
江苏省	39	0	0.0508		2009-08
建设兵团	12	0	0.4652		2007-11
全国	3810	0	0.2931		2004-10
内蒙古	5	0	0.02		2016-02
河北省	33	0	0.0459		2011-04
安徽省	60	0	0.0982		2007-09
